"","vaccine","brandname_tradename","packaging","cdc_cost_dose","private_sector_cost_dose","contract_end_date","manufacturer","date","year","ndc","contract_number"
"2989","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Adacel®","10 pack – 1 dose vial","$24.491","$45.50","6/30/2020","Sanofi",2019-09-01,2019,"49281-0400-10","75D30119D05106"
"2990","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Adacel®","5 pack – 1 dose syringe","$25.104","$45.50","6/30/2020","Sanofi",2019-09-01,2019,"49281-0400-20","75D30119D05106"
"2991","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Boostrix®","10 pack – 1 dose vial","$24.49","$41.19","6/30/2020","GlaxoSmithKline",2019-09-01,2019,"58160-0842-11","75D30119D05108"
"2992","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Boostrix®","10 pack – 1 dose syringe","$25.10","$41.19","6/30/2020","GlaxoSmithKline",2019-09-01,2019,"58160-0842-52","75D30119D05108"
"2993","Varicella [5]","Varivax®","10 pack – 1 dose vial","$84.876","$135.725","6/30/2020","Merck",2019-09-01,2019,"00006-4827-00","75D30119D05105"
"2994","Zoster Vaccine Recombinant, Adjuvanted","Shingrix®","1 pack – 1 dose vial","$102.90","$144.20","6/30/2020","GlaxoSmithKline",2019-09-01,2019,"58160-0819-12","75D30119D05108"
"2995","Zoster Vaccine Recombinant, Adjuvanted","Shingrix®","10 pack – 1 dose vial","$102.316","$144.20","6/30/2020","GlaxoSmithKline",2019-09-01,2019,"58160-0823-11","75D30119D05108"
"2996","Hepatitis A Adult [5]","Vaqta®","10 pack – 1 dose syringe","$30.758","$69.580","6/30/2020","Merck",2019-12-02,2019,"00006-4096-02","75D30119D05105"
"2997","Hepatitis A Adult [5]","Vaqta®","10 pack – 1 dose vial","$30.758","$69.580","6/30/2020","Merck",2019-12-02,2019,"00006-4841-41","75D30119D05105"
"2998","Hepatitis A Adult [5]","Havrix®","10 pack – 1 dose syringe","$30.758","$69.56","6/30/2020","GlaxoSmithKline",2019-12-02,2019,"58160-0826-52","75D30119D05108"
"2999","Hepatitis A-Hepatitis B Adult [3]","Twinrix®","10 pack – 1 dose syringe","$61.858","$104.00","6/30/2020","GlaxoSmithKline",2019-12-02,2019,"58160-0815-52","75D30119D05108"
"3000","Hepatitis B Adult [5]","Heplisav-B™","5 pack – 1 dose syringe","$69.75","$115.75","6/30/2020","Dynavax",2019-12-02,2019,"43528-0003-05","75D30119D05107"
"3001","Hepatitis B Adult [5]","Engerix-B®","10 pack – 1 dose vial","$29.733","$58.95","6/30/2020","GlaxoSmithKline",2019-12-02,2019,"58160-0821-11","75D30119D05108"
"3002","Hepatitis B Adult [5]","Engerix-B®","10 pack – 1 dose syringe","$33.515","$58.95","6/30/2020","GlaxoSmithKline",2019-12-02,2019,"58160-0821-52","75D30119D05108"
"3003","HPV-Human Papillomavirus 9 Valent [5]","Gardasil®9","10 pack – 1 dose syringe","$144.99","$227.931","6/30/2020","Merck",2019-12-02,2019,"00006-4121-02","75D30119D05105"
"3004","Measles, Mumps, & Rubella [1]","M-M-R®II","10 pack – 1 dose vial","$49.536","$78.678","6/30/2020","Merck",2019-12-02,2019,"00006-4681-00","75D30119D05105"
"3005","Meningococcal Conjugate (Groups A, C, Y and W-135) [5]","Menveo®","5 pack – 1 dose vial","$67.618","$130.75","6/30/2020","GlaxoSmithKline",2019-12-02,2019,"58160-0955-09","75D30119D05108"
"3006","Meningococcal Conjugate (Groups A, C, Y and W-135) [5]","Menactra®","5 pack – 1 dose vial","$75.066","$122.31","6/30/2020","Sanofi",2019-12-02,2019,"49281-0589-05","75D30119D05106"
"3007","MENB – Meningococcal Group B [5]","Trumenba®","10 pack – 1 dose syringe","$85.10","$139.52","6/30/2020","Pfizer",2019-12-02,2019,"00005-0100-10","75D30119D05110"
"3008","MENB – Meningococcal Group B [5]","Bexsero®","10 pack – 1 dose syringe","$103.938","$170.75","6/30/2020","GlaxoSmithKline",2019-12-02,2019,"58160-0976-20","75D30119D05108"
"3009","Pneumococcal
13-valent [5]","Prevnar 13™","10 pack – 1 dose syringe","$125.07","$188.26","6/30/2020","Pfizer",2019-12-02,2019,"00005-1971-02","75D30119D05110"
"3010","Pneumococcal Polysaccharide (23 Valent)","Pneumovax®23","10 pack – 1 dose syringe","$66.201","$105.194","6/30/2020","Merck",2019-12-02,2019,"00006-4837-03","75D30119D05105"
"3011","Tetanus and Diphtheria Toxoids [3]","TDVAX™","10 pack – 1 dose vial","$16.027","$25.122","6/30/2020","Grifols",2019-12-02,2019,"13533-0131-01","75D30119D05109"
"3012","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Adacel®","10 pack – 1 dose vial","$24.491","$45.50","6/30/2020","Sanofi",2019-12-02,2019,"49281-0400-10","75D30119D05106"
"3013","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Adacel®","5 pack – 1 dose syringe","$25.104","$45.50","6/30/2020","Sanofi",2019-12-02,2019,"49281-0400-20","75D30119D05106"
"3014","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Boostrix®","10 pack – 1 dose vial","$24.49","$41.19","6/30/2020","GlaxoSmithKline",2019-12-02,2019,"58160-0842-11","75D30119D05108"
"3015","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Boostrix®","10 pack – 1 dose syringe","$25.10","$41.19","6/30/2020","GlaxoSmithKline",2019-12-02,2019,"58160-0842-52","75D30119D05108"
"3016","Varicella [5]","Varivax®","10 pack – 1 dose vial","$84.876","$135.725","6/30/2020","Merck",2019-12-02,2019,"00006-4827-00","75D30119D05105"
"3017","Zoster Vaccine Recombinant, Adjuvanted","Shingrix®","1 pack – 1 dose vial","$102.90","$144.20","6/30/2020","GlaxoSmithKline",2019-12-02,2019,"58160-0819-12","75D30119D05108"
"3018","Zoster Vaccine Recombinant, Adjuvanted","Shingrix®","10 pack – 1 dose vial","$102.316","$144.20","6/30/2020","GlaxoSmithKline",2019-12-02,2019,"58160-0823-11","75D30119D05108"
"3019","Hepatitis A Adult [5]","Vaqta®","10 pack – 1 dose syringe","$30.758","$69.580","6/30/2020","Merck",2020-01-01,2020,"00006-4096-02","75D30119D05105"
"3020","Hepatitis A Adult [5]","Vaqta®","10 pack – 1 dose vial","$30.758","$69.580","6/30/2020","Merck",2020-01-01,2020,"00006-4841-41","75D30119D05105"
"3021","Hepatitis A Adult [5]","Havrix®","10 pack – 1 dose syringe","$30.758","$69.56","6/30/2020","GlaxoSmithKline",2020-01-01,2020,"58160-0826-52","75D30119D05108"
"3022","Hepatitis A-Hepatitis B Adult [3]","Twinrix®","10 pack – 1 dose syringe","$61.858","$104.00","6/30/2020","GlaxoSmithKline",2020-01-01,2020,"58160-0815-52","75D30119D05108"
"3023","Hepatitis B Adult [5]","Heplisav-B™","5 pack – 1 dose syringe","$69.75","$115.75","6/30/2020","Dynavax",2020-01-01,2020,"43528-0003-05","75D30119D05107"
"3024","Hepatitis B Adult [5]","Engerix-B®","10 pack – 1 dose vial","$29.733","$58.95","6/30/2020","GlaxoSmithKline",2020-01-01,2020,"58160-0821-11","75D30119D05108"
"3025","Hepatitis B Adult [5]","Engerix-B®","10 pack – 1 dose syringe","$33.515","$58.95","6/30/2020","GlaxoSmithKline",2020-01-01,2020,"58160-0821-52","75D30119D05108"
"3026","HPV-Human Papillomavirus 9 Valent [5]","Gardasil®9","10 pack – 1 dose syringe","$140.587","$227.931","6/30/2020","Merck",2020-01-01,2020,"00006-4121-02","75D30119D05105"
"3027","Measles, Mumps, & Rubella [1]","M-M-R®II","10 pack – 1 dose vial","$48.861","$78.678","6/30/2020","Merck",2020-01-01,2020,"00006-4681-00","75D30119D05105"
"3028","Meningococcal Conjugate (Groups A, C, Y and W-135) [5]","Menveo®","5 pack – 1 dose vial","$67.618","$130.75","6/30/2020","GlaxoSmithKline",2020-01-01,2020,"58160-0955-09","75D30119D05108"
"3029","Meningococcal Conjugate (Groups A, C, Y and W-135) [5]","Menactra®","5 pack – 1 dose vial","$75.066","$128.38","6/30/2020","Sanofi",2020-01-01,2020,"49281-0589-05","75D30119D05106"
"3030","MENB – Meningococcal Group B [5]","Trumenba®","10 pack – 1 dose syringe","$85.10","$139.52","6/30/2020","Pfizer",2020-01-01,2020,"00005-0100-10","75D30119D05110"
"3031","MENB – Meningococcal Group B [5]","Bexsero®","10 pack – 1 dose syringe","$103.938","$170.75","6/30/2020","GlaxoSmithKline",2020-01-01,2020,"58160-0976-20","75D30119D05108"
"3032","Pneumococcal
13-valent [5]","Prevnar 13™","10 pack – 1 dose syringe","$125.07","$188.26","6/30/2020","Pfizer",2020-01-01,2020,"00005-1971-02","75D30119D05110"
"3033","Pneumococcal Polysaccharide (23 Valent)","Pneumovax®23","10 pack – 1 dose syringe","$62.689","$105.194","6/30/2020","Merck",2020-01-01,2020,"00006-4837-03","75D30119D05105"
"3034","Tetanus and Diphtheria Toxoids [3]","TDVAX™","10 pack – 1 dose vial","$16.027","$25.122","6/30/2020","Grifols",2020-01-01,2020,"13533-0131-01","75D30119D05109"
"3035","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Adacel®","10 pack – 1 dose vial","$24.491","$46.80","6/30/2020","Sanofi",2020-01-01,2020,"49281-0400-10","75D30119D05106"
"3036","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Adacel®","5 pack – 1 dose syringe","$24.890","$46.80","6/30/2020","Sanofi",2020-01-01,2020,"49281-0400-20","75D30119D05106"
"3037","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Boostrix®","10 pack – 1 dose vial","$24.49","$41.19","6/30/2020","GlaxoSmithKline",2020-01-01,2020,"58160-0842-11","75D30119D05108"
"3038","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Boostrix®","10 pack – 1 dose syringe","$25.10","$41.19","6/30/2020","GlaxoSmithKline",2020-01-01,2020,"58160-0842-52","75D30119D05108"
"3039","Varicella [5]","Varivax®","10 pack – 1 dose vial","$82.039","$135.725","6/30/2020","Merck",2020-01-01,2020,"00006-4827-00","75D30119D05105"
"3040","Zoster Vaccine Recombinant, Adjuvanted","Shingrix®","1 pack – 1 dose vial","$101.510","$144.20","6/30/2020","GlaxoSmithKline",2020-01-01,2020,"58160-0819-12","75D30119D05108"
"3041","Zoster Vaccine Recombinant, Adjuvanted","Shingrix®","10 pack – 1 dose vial","$102.316","$144.20","6/30/2020","GlaxoSmithKline",2020-01-01,2020,"58160-0823-11","75D30119D05108"
"3042","Hepatitis A Adult [5]","Vaqta®","10 pack – 1 dose syringe","$30.758","$69.580","6/30/2020","Merck",2020-02-01,2020,"00006-4096-02","75D30119D05105"
"3043","Hepatitis A Adult [5]","Vaqta®","10 pack – 1 dose vial","$30.758","$69.580","6/30/2020","Merck",2020-02-01,2020,"00006-4841-41","75D30119D05105"
"3044","Hepatitis A Adult [5]","Havrix®","10 pack – 1 dose syringe","$30.758","$69.56","6/30/2020","GlaxoSmithKline",2020-02-01,2020,"58160-0826-52","75D30119D05108"
"3045","Hepatitis A-Hepatitis B Adult [3]","Twinrix®","10 pack – 1 dose syringe","$61.858","$104.00","6/30/2020","GlaxoSmithKline",2020-02-01,2020,"58160-0815-52","75D30119D05108"
"3046","Hepatitis B Adult [5]","Heplisav-B™","5 pack – 1 dose syringe","$69.75","$115.75","6/30/2020","Dynavax",2020-02-01,2020,"43528-0003-05","75D30119D05107"
"3047","Hepatitis B Adult [5]","Engerix-B®","10 pack – 1 dose vial","$29.733","$58.95","6/30/2020","GlaxoSmithKline",2020-02-01,2020,"58160-0821-11","75D30119D05108"
"3048","Hepatitis B Adult [5]","Engerix-B®","10 pack – 1 dose syringe","$33.515","$58.95","6/30/2020","GlaxoSmithKline",2020-02-01,2020,"58160-0821-52","75D30119D05108"
"3049","HPV-Human Papillomavirus 9 Valent [5]","Gardasil®9","10 pack – 1 dose syringe","$140.587","$227.931","6/30/2020","Merck",2020-02-01,2020,"00006-4121-02","75D30119D05105"
"3050","Measles, Mumps, & Rubella [1]","M-M-R®II","10 pack – 1 dose vial","$48.861","$78.678","6/30/2020","Merck",2020-02-01,2020,"00006-4681-00","75D30119D05105"
"3051","Meningococcal Conjugate (Groups A, C, Y and W-135) [5]","Menveo®","5 pack – 1 dose vial","$67.618","$130.75","6/30/2020","GlaxoSmithKline",2020-02-01,2020,"58160-0955-09","75D30119D05108"
"3052","Meningococcal Conjugate (Groups A, C, Y and W-135) [5]","Menactra®","5 pack – 1 dose vial","$75.066","$128.38","6/30/2020","Sanofi",2020-02-01,2020,"49281-0589-05","75D30119D05106"
"3053","MENB – Meningococcal Group B [5]","Trumenba®","10 pack – 1 dose syringe","$85.10","$149.14","6/30/2020","Pfizer",2020-02-01,2020,"00005-0100-10","75D30119D05110"
"3054","MENB – Meningococcal Group B [5]","Bexsero®","10 pack – 1 dose syringe","$103.938","$170.75","6/30/2020","GlaxoSmithKline",2020-02-01,2020,"58160-0976-20","75D30119D05108"
"3055","Pneumococcal
13-valent [5]","Prevnar 13™","10 pack – 1 dose syringe","$125.07","$201.25","6/30/2020","Pfizer",2020-02-01,2020,"00005-1971-02","75D30119D05110"
"3056","Pneumococcal Polysaccharide (23 Valent)","Pneumovax®23","10 pack – 1 dose syringe","$62.689","$105.194","6/30/2020","Merck",2020-02-01,2020,"00006-4837-03","75D30119D05105"
"3057","Tetanus and Diphtheria Toxoids [3]","TDVAX™","10 pack – 1 dose vial","$16.027","$25.122","6/30/2020","Grifols",2020-02-01,2020,"13533-0131-01","75D30119D05109"
"3058","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Adacel®","10 pack – 1 dose vial","$24.491","$46.80","6/30/2020","Sanofi",2020-02-01,2020,"49281-0400-10","75D30119D05106"
"3059","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Adacel®","5 pack – 1 dose syringe","$24.890","$46.80","6/30/2020","Sanofi",2020-02-01,2020,"49281-0400-20","75D30119D05106"
"3060","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Boostrix®","10 pack – 1 dose vial","$24.49","$41.19","6/30/2020","GlaxoSmithKline",2020-02-01,2020,"58160-0842-11","75D30119D05108"
"3061","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Boostrix®","10 pack – 1 dose syringe","$25.10","$41.19","6/30/2020","GlaxoSmithKline",2020-02-01,2020,"58160-0842-52","75D30119D05108"
"3062","Varicella [5]","Varivax®","10 pack – 1 dose vial","$82.039","$135.725","6/30/2020","Merck",2020-02-01,2020,"00006-4827-00","75D30119D05105"
"3063","Zoster Vaccine Recombinant, Adjuvanted","Shingrix®","1 pack – 1 dose vial","$101.510","$151.41","6/30/2020","GlaxoSmithKline",2020-02-01,2020,"58160-0819-12","75D30119D05108"
"3064","Zoster Vaccine Recombinant, Adjuvanted","Shingrix®","10 pack – 1 dose vial","$102.316","$144.20","6/30/2020","GlaxoSmithKline",2020-02-01,2020,"58160-0823-11","75D30119D05108"
"3065","Hepatitis A Adult [5]","Vaqta®","10 pack – 1 dose syringe","$30.758","$69.580","6/30/2020","Merck",2020-03-01,2020,"00006-4096-02","75D30119D05105"
"3066","Hepatitis A Adult [5]","Vaqta®","10 pack – 1 dose vial","$30.758","$69.580","6/30/2020","Merck",2020-03-01,2020,"00006-4841-41","75D30119D05105"
"3067","Hepatitis A Adult [5]","Havrix®","10 pack – 1 dose syringe","$30.758","$69.56","6/30/2020","GlaxoSmithKline",2020-03-01,2020,"58160-0826-52","75D30119D05108"
"3068","Hepatitis A-Hepatitis B Adult [3]","Twinrix®","10 pack – 1 dose syringe","$61.858","$104.00","6/30/2020","GlaxoSmithKline",2020-03-01,2020,"58160-0815-52","75D30119D05108"
"3069","Hepatitis B Adult [5]","Heplisav-B™","5 pack – 1 dose syringe","$69.75","$115.75","6/30/2020","Dynavax",2020-03-01,2020,"43528-0003-05","75D30119D05107"
"3070","Hepatitis B Adult [5]","Engerix-B®","10 pack – 1 dose vial","$29.733","$58.95","6/30/2020","GlaxoSmithKline",2020-03-01,2020,"58160-0821-11","75D30119D05108"
"3071","Hepatitis B Adult [5]","Engerix-B®","10 pack – 1 dose syringe","$33.515","$58.95","6/30/2020","GlaxoSmithKline",2020-03-01,2020,"58160-0821-52","75D30119D05108"
"3072","HPV-Human Papillomavirus 9 Valent [5]","Gardasil®9","10 pack – 1 dose syringe","$140.587","$227.931","6/30/2020","Merck",2020-03-01,2020,"00006-4121-02","75D30119D05105"
"3073","Measles, Mumps, & Rubella [1]","M-M-R®II","10 pack – 1 dose vial","$48.861","$78.678","6/30/2020","Merck",2020-03-01,2020,"00006-4681-00","75D30119D05105"
"3074","Meningococcal Conjugate (Groups A, C, Y and W-135) [5]","Menveo®","5 pack – 1 dose vial","$67.618","$130.75","6/30/2020","GlaxoSmithKline",2020-03-01,2020,"58160-0955-09","75D30119D05108"
"3075","Meningococcal Conjugate (Groups A, C, Y and W-135) [5]","Menactra®","5 pack – 1 dose vial","$75.066","$128.38","6/30/2020","Sanofi",2020-03-01,2020,"49281-0589-05","75D30119D05106"
"3076","MENB – Meningococcal Group B [5]","Trumenba®","10 pack – 1 dose syringe","$85.10","$149.89","6/30/2020","Pfizer",2020-03-01,2020,"00005-0100-10","75D30119D05110"
"3077","MENB – Meningococcal Group B [5]","Bexsero®","10 pack – 1 dose syringe","$103.938","$170.75","6/30/2020","GlaxoSmithKline",2020-03-01,2020,"58160-0976-20","75D30119D05108"
"3078","Pneumococcal
13-valent [5]","Prevnar 13™","10 pack – 1 dose syringe","$125.07","$202.00","6/30/2020","Pfizer",2020-03-01,2020,"00005-1971-02","75D30119D05110"
"3079","Pneumococcal Polysaccharide (23 Valent)","Pneumovax®23","10 pack – 1 dose syringe","$62.689","$105.194","6/30/2020","Merck",2020-03-01,2020,"00006-4837-03","75D30119D05105"
"3080","Tetanus and Diphtheria Toxoids [3]","TDVAX™","10 pack – 1 dose vial","$16.027","$25.122","6/30/2020","Grifols",2020-03-01,2020,"13533-0131-01","75D30119D05109"
"3081","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Adacel®","10 pack – 1 dose vial","$24.491","$46.80","6/30/2020","Sanofi",2020-03-01,2020,"49281-0400-10","75D30119D05106"
"3082","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Adacel®","5 pack – 1 dose syringe","$24.890","$46.80","6/30/2020","Sanofi",2020-03-01,2020,"49281-0400-20","75D30119D05106"
"3083","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Boostrix®","10 pack – 1 dose vial","$24.49","$41.19","6/30/2020","GlaxoSmithKline",2020-03-01,2020,"58160-0842-11","75D30119D05108"
"3084","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Boostrix®","10 pack – 1 dose syringe","$25.10","$41.19","6/30/2020","GlaxoSmithKline",2020-03-01,2020,"58160-0842-52","75D30119D05108"
"3085","Varicella [5]","Varivax®","10 pack – 1 dose vial","$82.039","$135.725","6/30/2020","Merck",2020-03-01,2020,"00006-4827-00","75D30119D05105"
"3086","Zoster Vaccine Recombinant, Adjuvanted","Shingrix®","1 pack – 1 dose vial","$101.510","$151.41","6/30/2020","GlaxoSmithKline",2020-03-01,2020,"58160-0819-12","75D30119D05108"
"3087","Zoster Vaccine Recombinant, Adjuvanted","Shingrix®","10 pack – 1 dose vial","$102.316","$144.20","6/30/2020","GlaxoSmithKline",2020-03-01,2020,"58160-0823-11","75D30119D05108"
"3088","Hepatitis A Adult [5]","Vaqta®","10 pack – 1 dose syringe","$30.758","$69.580","6/30/2020","Merck",2020-04-01,2020,"00006-4096-02","75D30119D05105"
"3089","Hepatitis A Adult [5]","Vaqta®","10 pack – 1 dose vial","$30.758","$69.580","6/30/2020","Merck",2020-04-01,2020,"00006-4841-41","75D30119D05105"
"3090","Hepatitis A Adult [5]","Havrix®","10 pack – 1 dose syringe","$30.758","$69.56","6/30/2020","GlaxoSmithKline",2020-04-01,2020,"58160-0826-52","75D30119D05108"
"3091","Hepatitis A-Hepatitis B Adult [3]","Twinrix®","10 pack – 1 dose syringe","$61.858","$104.00","6/30/2020","GlaxoSmithKline",2020-04-01,2020,"58160-0815-52","75D30119D05108"
"3092","Hepatitis B Adult [5]","Heplisav-B™","5 pack – 1 dose syringe","$69.75","$115.75","6/30/2020","Dynavax",2020-04-01,2020,"43528-0003-05","75D30119D05107"
"3093","Hepatitis B Adult [5]","Engerix-B®","10 pack – 1 dose vial","$29.733","$58.95","6/30/2020","GlaxoSmithKline",2020-04-01,2020,"58160-0821-11","75D30119D05108"
"3094","Hepatitis B Adult [5]","Engerix-B®","10 pack – 1 dose syringe","$33.515","$58.95","6/30/2020","GlaxoSmithKline",2020-04-01,2020,"58160-0821-52","75D30119D05108"
"3095","HPV-Human Papillomavirus 9 Valent [5]","Gardasil®9","10 pack – 1 dose syringe","$140.587","$227.931","6/30/2020","Merck",2020-04-01,2020,"00006-4121-02","75D30119D05105"
"3096","Measles, Mumps, & Rubella [1]","M-M-R®II","10 pack – 1 dose vial","$48.861","$78.678","6/30/2020","Merck",2020-04-01,2020,"00006-4681-00","75D30119D05105"
"3097","Meningococcal Conjugate (Groups A, C, Y and W-135) [5]","Menveo®","5 pack – 1 dose vial","$67.618","$130.75","6/30/2020","GlaxoSmithKline",2020-04-01,2020,"58160-0955-09","75D30119D05108"
