"","vaccine","brandname_tradename","packaging","cdc_cost_dose","contract_end_date","manufacturer","date","year","private_sector_cost_dose","ndc","contract_number"
"4854","Hepatitis A-Hepatitis B 18 only [3]","Twinrix®","10 pack – 1 dose syringe","$56.97","03/31/2018","GlaxoSmithKline",2018-03-01,2018,"$98.10","58160-0815-52","200-2017-93272"
"4855","Hepatitis B [5]
Pediatric/Adolescent","Engerix B®","10 pack – 1 dose syringe","$12.30","03/31/2018","GlaxoSmithKline",2018-03-01,2018,"$22.40","58160-0820-52","200-2017-93272"
"4856","Hepatitis B [5]
Pediatric/Adolescent","Recombivax
HB®","10 pack – 1 dose vial","$12.30","03/31/2018","Merck",2018-03-01,2018,"$23.95","00006-4981-00","200-2017-93273"
"4857","Hib [5]","PedvaxHIB®","10 pack – 1 dose vial","$12.79","03/31/2018","Merck",2018-03-01,2018,"$26.23","00006-4897-00","200-2017-93273"
"4858","Hib [5]","ActHIB®","5 pack – 1 dose vial","$9.55","03/31/2018","Sanofi Pasteur",2018-03-01,2018,"$16.05","49281-0545-03","200-2017-93275"
"4859","Hib [5]","Hiberix®","10 pack – 1 dose vial","$9.46","03/31/2018","GlaxoSmithKline",2018-03-01,2018,"$10.26","58160-0818-11","200-2017-93272"
"4860","HPV – Human Papillomavirus 9-valent [5]","Gardasil®9","10 pack – 1 dose vial","$145.07","03/31/2018","Merck",2018-03-01,2018,"$204.87","00006-4119-03","200-2017-93273"
"4861","MENB – Meningococcal Group B [5]","Trumenba®","10 pack – 1 dose syringe","$100.98","03/31/2018","Pfizer",2018-03-01,2018,"$133.62","00005-0100-10","200-2017-93274"
"4862","MENB – Meningococcal Group B [5]","Bexsero®","10 pack – 1 dose syringe","$98.51","03/31/2018","GlaxoSmithKline",2018-03-01,2018,"$160.75","58160-0976-20","200-2017-93272"
"4863","MENB – Meningococcal Group B [5]","Bexsero®","1 pack – 1 dose syringe","$98.51","03/31/2018","GlaxoSmithKline",2018-03-01,2018,"$160.75","58160-0976-06","200-2017-93272"
"4864","Meningococcal Conjugate (Groups A, C, Y and W-135) [5]","Menactra®","5 pack – 1 dose vial","$89.16","03/31/2018","Sanofi Pasteur",2018-03-01,2018,"$116.30","49281-0589-05","200-2017-93275"
"4865","Meningococcal Conjugate (Groups A, C, Y and W-135) [5]","Menveo®","5 pack – 1 dose vial","$71.70","03/31/2018","GlaxoSmithKline",2018-03-01,2018,"$117.418","58160-0955-09","200-2017-93272"
"4866","Measles, Mumps and Rubella (MMR) [1]","M-M-R®II","10 pack – 1 dose vial","$20.59","03/31/2018","Merck",2018-03-01,2018,"$70.92","00006-4681-00","200-2017-93273"
"4867","MMR/Varicella [2]","ProQuad®","10 pack – 1 dose vial","$118.72","03/31/2018","Merck",2018-03-01,2018,"$202.41","00006-4171-00","200-2017-93273"
"4868","Pneumococcal
13-valent [5] (Pediatric)","Prevnar 13 TM","10 pack – 1 dose syringe","$126.97","03/31/2018","Pfizer",2018-03-01,2018,"$180.05","00005-1971-02","200-2017-93274"
"4869","Pneumococcal Polysaccharide (23 Valent)","Pneumovax®23","10 pack – 1 dose vial","$48.72","03/31/2018","Merck",2018-03-01,2018,"$94.51","00006-4943-00","200-2017-93273"
"4870","Rotavirus, Live, Oral, Pentavalent [5]","RotaTeq®","10 pack – 1 dose tube","$69.12","03/31/2018","Merck",2018-03-01,2018,"$82.89","00006-4047-41","200-2017-93273"
"4871","Rotavirus, Live, Oral, Pentavalent [5]","RotaTeq®","25 pack – 1 dose tube","$69.12","03/31/2018","Merck",2018-03-01,2018,"$82.89","00006-4047-20","200-2017-93273"
"4872","Rotavirus, Live, Oral, Oral [5]","Rotarix®","10 pack – 1 dose vial","$91.05","03/31/2018","GlaxoSmithKline",2018-03-01,2018,"$109.75","58160-0854-52","200-2017-93272"
"4873","Tetanus and Diphtheria Toxoids [3]","Tenivac®","10 pack – 1 dose syringe","$19.69","03/31/2018","Sanofi Pasteur",2018-03-01,2018,"$32.89","49281-0215-15","200-2017-93275"
"4874","Tetanus and Diphtheria Toxoids [3]","Tenivac®","10 pack – 1 dose vial","$19.69","03/31/2018","Sanofi Pasteur",2018-03-01,2018,"$32.89","49281-0215-10","200-2017-93275"
"4875","Tetanus and Diphtheria Toxoids [3]","Td Vaccine","10 pack – 1 dose vial","$12.513","03/31/2018","Grifols",2018-03-01,2018,"$23.926","13533-0131-01","200-2017-93271"
"4876","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Boostrix®","10 pack – 1 dose vial","$31.37","03/31/2018","GlaxoSmithKline",2018-03-01,2018,"$39.35","58160-0842-11","200-2017-93272"
"4877","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Boostrix®","10 pack – 1 dose syringe","$31.37","03/31/2018","GlaxoSmithKline",2018-03-01,2018,"$39.35","58160-0842-52","200-2017-93272"
"4878","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Adacel®","10 pack – 1 dose vial","$30.99","03/31/2018","Sanofi Pasteur",2018-03-01,2018,"$44.24","49281-0400-10","200-2017-93275"
"4879","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Adacel®","5 pack – 1 dose syringe","$30.99","03/31/2018","Sanofi Pasteur",2018-03-01,2018,"$44.24","49281-0400-15","200-2017-93275"
"4880","Varicella [5]","Varivax®","10 pack – 1 dose vial","$92.72","03/31/2018","Merck",2018-03-01,2018,"$122.02","00006-4827-00","200-2017-93273"
"4881","DTaP [1]","Daptacel®","10 pack – 1 dose vial","$17.61","03/31/2019","Sanofi Pasteur",2018-04-01,2018,"$30.00","49281-0286-10","200-2018-00360"
"4882","DTaP [1]","Infanrix®","10 pack – 1 dose vial","$18.19","03/31/2019","GlaxoSmithKline",2018-04-01,2018,"$24.05","58160-0810-11","200-2018-00359"
"4883","DTaP [1]","Infanrix®","10 pack – 1 dose syringe","$18.19","03/31/2019","GlaxoSmithKline",2018-04-01,2018,"$24.05","58160-0810-52","200-2018-00359"
"4884","DTaP-IPV [2]","Quadracel™","10 pack – 1 dose vial","$39.57","03/31/2019","Sanofi Pasteur",2018-04-01,2018,"$51.67","49281-0562-10","200-2018-00360"
"4885","DTaP-IPV [2]","Kinrix®","10 pack – 1 dose vial","$40.64","03/31/2019","GlaxoSmithKline",2018-04-01,2018,"$50.70","58160-0812-11","200-2018-00359"
"4886","DTaP-IPV [2]","Kinrix®","10 pack – 1 dose syringe","$40.64","03/31/2019","GlaxoSmithKline",2018-04-01,2018,"$50.70","58160-0812-52","200-2018-00359"
"4887","DTaP-Hep B-IPV [4]","Pediarix®","10 pack – 1 dose syringe","$57.97","03/31/2019","GlaxoSmithKline",2018-04-01,2018,"$76.95","58160-0811-52","200-2018-00359"
"4888","DTaP-IP-HI [4]","Pentacel®","5 pack – 1 dose vial","$58.33","03/31/2019","Sanofi Pasteur",2018-04-01,2018,"$92.58","49281-0510-05","200-2018-00360"
"4889","e-IPV [5]","IPOL®","10 dose vial","$13.30","03/31/2019","Sanofi Pasteur",2018-04-01,2018,"$31.97","49281-0860-10","200-2018-00360"
"4890","Hepatitis A Pediatric [5]","Vaqta®","10 pack – 1 dose vial","$19.29","03/31/2019","Merck",2018-04-01,2018,"$32.03","00006-4831-41","200-2018-00361"
"4891","Hepatitis A Pediatric [5]","Havrix®","10 pack – 1 dose vial","$19.58","03/31/2019","GlaxoSmithKline",2018-04-01,2018,"$31.95","58160-0825-11","200-2018-00359"
"4892","Hepatitis A Pediatric [5]","Havrix®","10 pack – 1 dose syringe","$19.58","03/31/2019","GlaxoSmithKline",2018-04-01,2018,"$31.95","58160-0825-52","200-2018-00359"
"4893","Hepatitis A-Hepatitis B 18 only [3]","Twinrix®","10 pack – 1 dose syringe","$58.63","03/31/2019","GlaxoSmithKline",2018-04-01,2018,"$101.00","58160-0815-52","200-2018-00359"
"4894","Hepatitis B [5]
Pediatric/Adolescent","Engerix B®","10 pack – 1 dose syringe","$14.03","03/31/2019","GlaxoSmithKline",2018-04-01,2018,"$23.05","58160-0820-52","200-2018-00359"
"4895","Hepatitis B [5]
Pediatric/Adolescent","Recombivax
HB®","10 pack – 1 dose vial","$12.30","03/31/2019","Merck",2018-04-01,2018,"$23.95","00006-4981-00","200-2018-00361"
"4896","Hib [5]","PedvaxHIB®","10 pack – 1 dose vial","$13.09","03/31/2019","Merck",2018-04-01,2018,"$26.23","00006-4897-00","200-2018-00361"
"4897","Hib [5]","ActHIB®","5 pack – 1 dose vial","$9.23","03/31/2019","Sanofi Pasteur",2018-04-01,2018,"$16.05","49281-0545-03","200-2018-00360"
"4898","Hib [5]","Hiberix®","10 pack – 1 dose vial","$9.65","03/31/2019","GlaxoSmithKline",2018-04-01,2018,"$10.55","58160-0818-11","200-2018-900359"
"4899","HPV – Human Papillomavirus 9-valent [5]","Gardasil®9","10 pack – 1 dose vial","$168.10","03/31/2019","Merck",2018-04-01,2018,"$204.87","00006-4119-03","200-2018-00361"
"4900","MENB – Meningococcal Group B [5]","Trumenba®","10 pack – 1 dose syringe","$104.79","03/31/2019","Pfizer",2018-04-01,2018,"$133.62","00005-0100-10","200-2018-00358"
"4901","MENB – Meningococcal Group B [5]","Bexsero®","10 pack – 1 dose syringe","$129.06","03/31/2019","GlaxoSmithKline",2018-04-01,2018,"$165.75","58160-0976-20","200-2018-00359"
"4902","MENB – Meningococcal Group B [5]","Bexsero®","1 pack – 1 dose syringe","$129.06","03/31/2019","GlaxoSmithKline",2018-04-01,2018,"$165.75","58160-0976-06","200-2018-00359"
"4903","Meningococcal Conjugate (Groups A, C, Y and W-135) [5]","Menactra®","5 pack – 1 dose vial","$91.81","03/31/2019","Sanofi Pasteur",2018-04-01,2018,"$116.30","49281-0589-05","200-2018-00360"
"4904","Meningococcal Conjugate (Groups A, C, Y and W-135) [5]","Menveo®","5 pack – 1 dose vial","$92.10","03/31/2019","GlaxoSmithKline",2018-04-01,2018,"$126.95","58160-0955-09","200-2018-00359"
"4905","Measles, Mumps and Rubella (MMR) [1]","M-M-R®II","10 pack – 1 dose vial","$21.05","03/31/2019","Merck",2018-04-01,2018,"$70.92","00006-4681-00","200-2018-00361"
"4906","MMR/Varicella [2]","ProQuad®","10 pack – 1 dose vial","$125.11","03/31/2019","Merck",2018-04-01,2018,"$202.41","00006-4171-00","200-2018-00361"
"4907","Pneumococcal
13-valent [5] (Pediatric)","Prevnar 13 TM","10 pack – 1 dose syringe","$131.77","03/31/2019","Pfizer",2018-04-01,2018,"$180.05","00005-1971-02","200-2018-00358"
"4908","Pneumococcal Polysaccharide (23 Valent)","Pneumovax®23","10 pack – 1 dose vial","$53.11","03/31/2019","Merck",2018-04-01,2018,"$94.51","00006-4943-00","200-2018-00361"
"4909","Rotavirus, Live, Oral, Pentavalent [5]","RotaTeq®","10 pack – 1 dose tube","$70.49","03/31/2019","Merck",2018-04-01,2018,"$82.89","00006-4047-41","200-2018-00361"
"4910","Rotavirus, Live, Oral, Pentavalent [5]","RotaTeq®","25 pack – 1 dose tube","$70.49","03/31/2019","Merck",2018-04-01,2018,"$82.89","00006-4047-20","200-2018-00361"
"4911","Rotavirus, Live, Oral, Oral [5]","Rotarix®","10 pack – 1 dose vial","$92.85","03/31/2019","GlaxoSmithKline",2018-04-01,2018,"$117.45","58160-0854-52","200-2018-00359"
"4912","Tetanus and Diphtheria Toxoids [3]","Tenivac®","10 pack – 1 dose syringe","$20.05","03/31/2019","Sanofi Pasteur",2018-04-01,2018,"$32.89","49281-0215-15","200-2018-00360"
"4913","Tetanus and Diphtheria Toxoids [3]","Tenivac®","10 pack – 1 dose vial","$20.05","03/31/2019","Sanofi Pasteur",2018-04-01,2018,"$32.89","49281-0215-10","200-2018-00360"
"4914","Tetanus and Diphtheria Toxoids [3]","Td Vaccine","10 pack – 1 dose vial","$12.527","03/31/2019","Grifols",2018-04-01,2018,"$23.926","13533-0131-01","200-2018-00362"
"4915","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Boostrix®","10 pack – 1 dose vial","$31.95","03/31/2019","GlaxoSmithKline",2018-04-01,2018,"$40.05","58160-0842-11","200-2018-00359"
"4916","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Boostrix®","10 pack – 1 dose syringe","$31.95","03/31/2019","GlaxoSmithKline",2018-04-01,2018,"$40.05","58160-0842-52","200-2018-00359"
"4917","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Adacel®","10 pack – 1 dose vial","$30.89","03/31/2019","Sanofi Pasteur",2018-04-01,2018,"$44.24","49281-0400-10","200-2018-00360"
"4918","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Adacel®","5 pack – 1 dose syringe","$30.89","03/31/2019","Sanofi Pasteur",2018-04-01,2018,"$44.24","49281-0400-15","200-2018-00360"
"4919","Varicella [5]","Varivax®","10 pack – 1 dose vial","$98.24","03/31/2019","Merck",2018-04-01,2018,"$122.02","00006-4827-00","200-2018-00361"
"4920","DTaP [1]","Daptacel®","10 pack – 1 dose vial","$17.61","03/31/2019","Sanofi Pasteur",2018-05-01,2018,"$30.00","49281-0286-10","200-2018-00360"
"4921","DTaP [1]","Infanrix®","10 pack – 1 dose vial","$18.19","03/31/2019","GlaxoSmithKline",2018-05-01,2018,"$24.05","58160-0810-11","200-2018-00359"
"4922","DTaP [1]","Infanrix®","10 pack – 1 dose syringe","$18.19","03/31/2019","GlaxoSmithKline",2018-05-01,2018,"$24.05","58160-0810-52","200-2018-00359"
"4923","DTaP-IPV [2]","Quadracel™","10 pack – 1 dose vial","$39.57","03/31/2019","Sanofi Pasteur",2018-05-01,2018,"$51.67","49281-0562-10","200-2018-00360"
"4924","DTaP-IPV [2]","Kinrix®","10 pack – 1 dose vial","$40.64","03/31/2019","GlaxoSmithKline",2018-05-01,2018,"$50.70","58160-0812-11","200-2018-00359"
"4925","DTaP-IPV [2]","Kinrix®","10 pack – 1 dose syringe","$40.64","03/31/2019","GlaxoSmithKline",2018-05-01,2018,"$50.70","58160-0812-52","200-2018-00359"
"4926","DTaP-Hep B-IPV [4]","Pediarix®","10 pack – 1 dose syringe","$57.97","03/31/2019","GlaxoSmithKline",2018-05-01,2018,"$76.95","58160-0811-52","200-2018-00359"
"4927","DTaP-IP-HI [4]","Pentacel®","5 pack – 1 dose vial","$58.33","03/31/2019","Sanofi Pasteur",2018-05-01,2018,"$92.58","49281-0510-05","200-2018-00360"
"4928","e-IPV [5]","IPOL®","10 dose vial","$13.30","03/31/2019","Sanofi Pasteur",2018-05-01,2018,"$31.97","49281-0860-10","200-2018-00360"
"4929","Hepatitis A Pediatric [5]","Vaqta®","10 pack – 1 dose vial","$19.29","03/31/2019","Merck",2018-05-01,2018,"$32.03","00006-4831-41","200-2018-00361"
"4930","Hepatitis A Pediatric [5]","Havrix®","10 pack – 1 dose vial","$19.58","03/31/2019","GlaxoSmithKline",2018-05-01,2018,"$31.95","58160-0825-11","200-2018-00359"
"4931","Hepatitis A Pediatric [5]","Havrix®","10 pack – 1 dose syringe","$19.58","03/31/2019","GlaxoSmithKline",2018-05-01,2018,"$31.95","58160-0825-52","200-2018-00359"
"4932","Hepatitis A-Hepatitis B 18 only [3]","Twinrix®","10 pack – 1 dose syringe","$58.63","03/31/2019","GlaxoSmithKline",2018-05-01,2018,"$101.00","58160-0815-52","200-2018-00359"
"4933","Hepatitis B [5]
Pediatric/Adolescent","Engerix B®","10 pack – 1 dose syringe","$14.03","03/31/2019","GlaxoSmithKline",2018-05-01,2018,"$23.05","58160-0820-52","200-2018-00359"
"4934","Hepatitis B [5]
Pediatric/Adolescent","Recombivax
HB®","10 pack – 1 dose vial","$12.30","03/31/2019","Merck",2018-05-01,2018,"$23.95","00006-4981-00","200-2018-00361"
"4935","Hib [5]","PedvaxHIB®","10 pack – 1 dose vial","$13.09","03/31/2019","Merck",2018-05-01,2018,"$26.23","00006-4897-00","200-2018-00361"
"4936","Hib [5]","ActHIB®","5 pack – 1 dose vial","$9.23","03/31/2019","Sanofi Pasteur",2018-05-01,2018,"$16.05","49281-0545-03","200-2018-00360"
"4937","Hib [5]","Hiberix®","10 pack – 1 dose vial","$9.65","03/31/2019","GlaxoSmithKline",2018-05-01,2018,"$10.55","58160-0818-11","200-2018-900359"
"4938","HPV – Human Papillomavirus 9-valent [5]","Gardasil®9","10 pack – 1 dose vial","$168.10","03/31/2019","Merck",2018-05-01,2018,"$204.87","00006-4119-03","200-2018-00361"
"4939","MENB – Meningococcal Group B [5]","Trumenba®","10 pack – 1 dose syringe","$104.79","03/31/2019","Pfizer",2018-05-01,2018,"$133.62","00005-0100-10","200-2018-00358"
"4940","MENB – Meningococcal Group B [5]","Bexsero®","10 pack – 1 dose syringe","$129.06","03/31/2019","GlaxoSmithKline",2018-05-01,2018,"$165.75","58160-0976-20","200-2018-00359"
"4941","MENB – Meningococcal Group B [5]","Bexsero®","1 pack – 1 dose syringe","$129.06","03/31/2019","GlaxoSmithKline",2018-05-01,2018,"$165.75","58160-0976-06","200-2018-00359"
"4942","Meningococcal Conjugate (Groups A, C, Y and W-135) [5]","Menactra®","5 pack – 1 dose vial","$91.81","03/31/2019","Sanofi Pasteur",2018-05-01,2018,"$116.30","49281-0589-05","200-2018-00360"
"4943","Meningococcal Conjugate (Groups A, C, Y and W-135) [5]","Menveo®","5 pack – 1 dose vial","$92.10","03/31/2019","GlaxoSmithKline",2018-05-01,2018,"$126.95","58160-0955-09","200-2018-00359"
"4944","Measles, Mumps and Rubella (MMR) [1]","M-M-R®II","10 pack – 1 dose vial","$21.05","03/31/2019","Merck",2018-05-01,2018,"$70.92","00006-4681-00","200-2018-00361"
"4945","MMR/Varicella [2]","ProQuad®","10 pack – 1 dose vial","$125.11","03/31/2019","Merck",2018-05-01,2018,"$202.41","00006-4171-00","200-2018-00361"
"4946","Pneumococcal
13-valent [5] (Pediatric)","Prevnar 13 TM","10 pack – 1 dose syringe","$131.77","03/31/2019","Pfizer",2018-05-01,2018,"$180.05","00005-1971-02","200-2018-00358"
"4947","Pneumococcal Polysaccharide (23 Valent)","Pneumovax®23","10 pack – 1 dose vial","$53.11","03/31/2019","Merck",2018-05-01,2018,"$94.51","00006-4943-00","200-2018-00361"
"4948","Rotavirus, Live, Oral, Pentavalent [5]","RotaTeq®","10 pack – 1 dose tube","$70.49","03/31/2019","Merck",2018-05-01,2018,"$82.89","00006-4047-41","200-2018-00361"
"4949","Rotavirus, Live, Oral, Pentavalent [5]","RotaTeq®","25 pack – 1 dose tube","$70.49","03/31/2019","Merck",2018-05-01,2018,"$82.89","00006-4047-20","200-2018-00361"
"4950","Rotavirus, Live, Oral, Oral [5]","Rotarix®","10 pack – 1 dose vial","$92.85","03/31/2019","GlaxoSmithKline",2018-05-01,2018,"$117.45","58160-0854-52","200-2018-00359"
"4951","Tetanus and Diphtheria Toxoids [3]","Tenivac®","10 pack – 1 dose syringe","$20.05","03/31/2019","Sanofi Pasteur",2018-05-01,2018,"$32.89","49281-0215-15","200-2018-00360"
"4952","Tetanus and Diphtheria Toxoids [3]","Tenivac®","10 pack – 1 dose vial","$20.05","03/31/2019","Sanofi Pasteur",2018-05-01,2018,"$32.89","49281-0215-10","200-2018-00360"
"4953","Tetanus and Diphtheria Toxoids [3]","Td Vaccine","10 pack – 1 dose vial","$12.527","03/31/2019","Grifols",2018-05-01,2018,"$23.926","13533-0131-01","200-2018-00362"
"4954","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Boostrix®","10 pack – 1 dose vial","$31.37","03/31/2019","GlaxoSmithKline",2018-05-01,2018,"$40.05","58160-0842-11","200-2018-00359"
"4955","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Boostrix®","10 pack – 1 dose syringe","$31.37","03/31/2019","GlaxoSmithKline",2018-05-01,2018,"$40.05","58160-0842-52","200-2018-00359"
"4956","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Adacel®","10 pack – 1 dose vial","$30.89","03/31/2019","Sanofi Pasteur",2018-05-01,2018,"$44.24","49281-0400-10","200-2018-00360"
"4957","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Adacel®","5 pack – 1 dose syringe","$30.89","03/31/2019","Sanofi Pasteur",2018-05-01,2018,"$44.24","49281-0400-15","200-2018-00360"
"4958","Varicella [5]","Varivax®","10 pack – 1 dose vial","$98.24","03/31/2019","Merck",2018-05-01,2018,"$122.02","00006-4827-00","200-2018-00361"
"4959","DTaP [1]","Daptacel®","10 pack – 1 dose vial","$17.61","03/31/2019","Sanofi Pasteur",2018-06-01,2018,"$30.00","49281-0286-10","200-2018-00360"
"4960","DTaP [1]","Infanrix®","10 pack – 1 dose vial","$18.19","03/31/2019","GlaxoSmithKline",2018-06-01,2018,"$24.05","58160-0810-11","200-2018-00359"
"4961","DTaP [1]","Infanrix®","10 pack – 1 dose syringe","$18.19","03/31/2019","GlaxoSmithKline",2018-06-01,2018,"$24.05","58160-0810-52","200-2018-00359"
"4962","DTaP-IPV [2]","Quadracel™","10 pack – 1 dose vial","$39.57","03/31/2019","Sanofi Pasteur",2018-06-01,2018,"$51.67","49281-0562-10","200-2018-00360"
"4963","DTaP-IPV [2]","Kinrix®","10 pack – 1 dose vial","$40.19","03/31/2019","GlaxoSmithKline",2018-06-01,2018,"$50.70","58160-0812-11","200-2018-00359"
"4964","DTaP-IPV [2]","Kinrix®","10 pack – 1 dose syringe","$40.19","03/31/2019","GlaxoSmithKline",2018-06-01,2018,"$50.70","58160-0812-52","200-2018-00359"
"4965","DTaP-Hep B-IPV [4]","Pediarix®","10 pack – 1 dose syringe","$57.97","03/31/2019","GlaxoSmithKline",2018-06-01,2018,"$76.95","58160-0811-52","200-2018-00359"
"4966","DTaP-IP-HI [4]","Pentacel®","5 pack – 1 dose vial","$58.33","03/31/2019","Sanofi Pasteur",2018-06-01,2018,"$92.58","49281-0510-05","200-2018-00360"
"4967","e-IPV [5]","IPOL®","10 dose vial","$13.30","03/31/2019","Sanofi Pasteur",2018-06-01,2018,"$31.97","49281-0860-10","200-2018-00360"
"4968","Hepatitis A Pediatric [5]","Vaqta®","10 pack – 1 dose vial","$19.29","03/31/2019","Merck",2018-06-01,2018,"$32.03","00006-4831-41","200-2018-00361"
